Gm38393	6.86138	5.59169
Mmp14	0.357997	0.567657
Slc7a7	0.181862	0.139483
Oxa1l	5.26368	6.08592
Heatr6	1.44468	1.73125
Ccl3	0	0
Wfdc18	0	0.0997119
Icam4	0.248367	0.0135959
Ilf2	4.86735	4.90979
Chtop	27.6796	27.1545
Snapin	8.35158	9.13278
S100a4	0	0
S100a3	0	0.157533
S100a5	0	0
S100a6	0.133272	0.546107
Scn4a	0.00507328	0
Icam2	0.454382	0.141569
Mapk7	2.85285	2.49703
Epn2	40.3702	43.2267
B9d1	1.91483	4.0567
Sec24b	34.9654	40.2133
N4bp3	3.69882	2.89785
Rmnd5b	11.8948	11.615
Nhp2	13.2739	15.7888
Vps9d1	12.5306	11.4899
Zfp276	1.11674	1.27087
C1ql4	0	0.0195251
Mfsd10	2.19146	2.52445
Luzp1	21.3727	22.9289
Slc13a2	0	0
Kctd10	12.0637	10.607
Poldip2	7.94921	6.19424
Sebox	0.111965	0
Ift20	2.96817	3.77145
Col6a1	5.34703	5.44364
Pcbp3	28.551	26.9044
Lgals9	0.158725	0.0182765
Araf	39.1674	43.1934
Cfp	0.190965	0.0841751
Timp1	0.0374626	0
Uxt	1.20431	1.84504
Cnnm3	2.15833	1.804
Lman2l	7.20332	6.36905
Mcm3ap	11.1622	13.9703
Pcnt	6.50023	6.78336
Ftcd	0	0.0088821
Mxd1	9.38301	11.1429
Gmcl1	8.12036	9.33909
Snrnp27	37.3074	44.3142
Oas1c	0.240618	0.196614
Oas1h	0	0
Ocrl	14.2445	13.4061
Calm1	413.004	425.683
Agpat3	57.176	60.9714
Slc26a3	0	0.0348521
Sema6b	22.5048	22.4901
Uhrf1	0.0396066	0
Dpp9	12.1351	12.9615
Ramp2	1.1187	0.547178
Lsr	0.187921	0.0544692
Gramd1a	16.4756	17.2856
Hpn	0.0855341	0
Gabrg1	6.26524	6.29338
Ckb	422.974	522.357
Sp1	2.88857	2.97802
Itgb7	0.124092	0.127443
Myg1	4.87576	6.37809
Rarg	2.10709	2.1956
Pfdn5	6.01359	6.96672
Efnb2	48.5058	53.0131
Rrp15	3.96378	4.77377
Rnd2	12.0702	12.1827
Srr	34.3672	34.101
Sync	0.146066	0.178558
Fndc5	9.45557	10.2801
Acp5	0.0464636	0.0266087
Cnn1	0.354881	0.286826
Fbxo9	18.0169	16.8853
Vps50	8.72176	8.88905
Hars	24.8576	27.2816
Zmat2	15.5086	17.0508
Ube2c	0	0
Smg5	8.96722	8.53968
Cct3	11.6345	9.64735
Glmp	7.90556	6.92234
Mef2d	48.0755	48.4239
Tmem79	0.0180326	0.0968063
Snd1	65.8844	74.124
Col18a1	0.328307	0.290363
Slc19a1	2.5944	2.65863
Kpnb1	35.2012	36.4286
Npepps	27.3483	24.8769
Tbx21	0.0245633	0
Mrpl10	7.87494	6.84127
Cyp51	7.41614	8.02199
Tcf25	37.9375	35.7244
Tubb6	2.685	2.47246
Def8	5.84312	5.75139
Meox1	0	0
Sost	0	0
Nkx2-1	0.797557	0.644626
Pax9	0	0
Irx2	0	0
Col1a1	0.0193012	0.0384614
Itga3	2.781	2.10294
Sgca	0	0
Dlx3	0.159368	0.220207
Foxm1	0.363039	0.246237
Itfg2	10.5471	8.13108
Nrip2	3.33582	3.81315
Tulp3	2.15806	1.85574
Gtf2h4	4.75598	5.06585
Tubb5	115.364	101.351
Ell2	1.97049	1.83914
Jup	17.4542	12.4107
Fkbp10	0.13304	0.0575237
Klhl10	0.122208	0.273868
Mnx1	0	0
Nom1	4.29374	4.45791
Ergic1	16.1735	15.6111
Tnk1	0	0
Acap1	0.0100462	0
Tcea3	0	0
Csn3	0	0
Ifrd1	13.1296	14.4601
Stk38l	2.18673	1.9832
Brpf1	4.83387	4.78939
Akr1b3	10.192	10.8132
Hoxc13	0	0
Hoxc11	0	0
Hoxc8	0	0
Hoxc6	0	0
Gstt1	0.0331871	0.0559028
Gstt3	0	0.0164171
Ddt	8.1775	8.67782
Tat	0.0152461	0
Marveld3	0.275255	0.616188
Ddx18	9.19944	9.20004
Ubl3	136.592	144.516
Gramd3	0.0885334	0.221457
Eef1e1	7.5478	7.92907
Akt1	29.8703	28.7415
Cldn15	0	0.0597636
Il16	0.287598	0.180132
Tcirg1	0.742651	0.553491
Naglu	1.25832	1.01681
Coasy	1.38821	2.13107
Smo	0.246449	0.36015
Tspan33	1.52681	1.70252
Crnkl1	10.4185	10.9874
Rin2	1.73047	1.27278
Folh1	0.469822	0.170266
Chordc1	4.03901	4.21695
Rtcb	37.7293	38.905
Pwp1	2.33387	2.35351
Fbxo7	10.1828	10.8182
Capns1	31.2449	29.7442
Lrp3	12.8959	11.5535
Dsg4	0	0
Evx2	0	0
Hoxd13	0	0
Hoxd12	0	0
Folr1	0	0.0308436
Clpb	7.37397	7.41583
Sept7	14.1237	12.5757
Zdhhc4	4.06612	4.87318
Rac1	116.785	122.738
Nup214	4.07622	4.00846
Aif1l	0.132508	0.06735
Cpa3	0	0
Ltbp1	0.0165847	0.045354
Ugp2	7.98149	8.43154
Kcnh6	0.32453	0.247279
Trmt1	3.10058	4.08159
Nacc1	52.8088	51.9287
Nfix	8.98048	3.97618
Slc1a5	0.0225868	0.125409
Uba1	16.8573	14.7107
Vwf	0.322837	0.0145369
Siae	1.64847	1.59162
Vsig2	1.75007	4.97938
Esam	0.376042	0.471119
Spa17	3.63504	4.58018
Fam50a	2.13824	2.17661
Emd	3.38619	4.0783
Taco1	2.36491	2.78768
Grik3	16.2054	36.0605
Gria3	22.3151	25.9189
Npas1	0.719543	0.17295
Sipa1l2	5.59469	2.88581
Ap4e1	0.90677	1.04563
Blvra	0.739445	0.840359
Pdzd4	44.9419	48.7637
Srpk3	0.403355	0.11737
Idh3g	38.7771	39.8898
Pnck	19.3652	19.2246
Ssr4	5.61615	5.55187
Bcap31	13.7875	13.4387
Fam98a	3.79175	2.95722
Ltbp2	0.0853267	0.039652
Kmt2a	21.1265	20.9888
Ift46	4.90298	3.83861
Tmem25	2.50938	1.35071
Cd3g	0	0
Trappc6a	1.49395	0.766231
Supt6	51.0788	53.1218
Spag5	0.0150565	0.0134435
Foxn1	0	0
Unc119	1.28717	1.02559
Rab34	1.80937	1.86507
Sdf2	6.24319	5.00418
Ccne1	4.52496	4.07318
Hsf2bp	0.145823	0.100915
Bbc3	3.24985	2.89149
Mybpc3	0.0271282	0.0325957
Psmc3	17.9973	19.4606
Acp2	10.3812	11.7572
Rapsn	0.25485	0.428336
Slc39a13	4.53451	4.91544
Celf2	143.431	154.697
Nr1h3	0.639302	0.211671
Ddb2	0.872285	0.7215
Spi1	0.191077	0.0894375
Sf3a1	21.2688	21.369
Stat6	0.728682	0.342501
Clgn	0.644055	0.722472
Napsa	0.104295	0.0181595
Vrk3	1.96435	1.57462
Smg9	3.67589	3.62838
Paxip1	8.00834	7.793
Rmnd5a	23.6022	22.6066
Mov10	1.29323	1.18502
Ppm1j	0	0.0307217
Rhoc	0	0.241198
Prr27	0	0
Tead3	0.0105206	0.0407346
Ppard	2.06063	1.37802
Def6	0.0610832	0.406616
Peg3	95.95	92.3071
Zim1	1.15825	1.18912
Metrn	0.890795	0.661494
Lmf1	4.37413	4.3896
Ciao3	2.16169	2.54839
Angptl4	0	0.0721585
Dbf4	0.324515	0.36477
Daxx	16.0268	20.1491
Cd320	2.35273	2.11667
Ipo4	22.6149	26.8546
Tm9sf1	22.8476	22.0436
Rec8	0.152293	0.573241
Irf9	1.64076	1.71307
Gmpr2	1.34117	1.64268
Mdp1	14.7324	14.5026
Dhrs1	9.20938	9.98197
Ncan	29.2083	26.1897
Tmem161a	2.03489	2.73925
Armc6	5.47309	5.43412
Borcs8	4.38298	3.27786
Slc25a42	4.48379	4.46645
Snx9	0.650231	0.85201
Ranbp3	8.08071	10.1183
Ndufa11	10.4498	11.5932
Bmp8b	0.0346945	0.030185
Nr2f6	3.97977	5.04041
Use1	6.9018	6.76327
Ocel1	2.49286	2.3977
Dyrk1b	4.60583	4.45674
Braf	39.8912	39.5745
Ndufb2	6.33923	5.53052
Hltf	3.83188	3.70341
Prpf6	6.68346	10.6202
Rgs19	11.8374	8.99862
Rgs20	31.7579	33.6386
Abhd3	2.30809	1.54772
Snrpd1	6.69453	6.75521
Tchp	2.12989	2.17362
Tiam1	57.3501	61.5416
Tsc2	18.9926	21.3742
Rpl3l	0.028471	0.0580028
Slc9a3r2	11.2169	10.3141
Puf60	44.8835	44.8628
Golga2	14.9266	16.0753
Uck1	7.49295	7.04282
Scin	0.067671	0.00951374
Ikzf4	2.88195	3.11207
Mien1	10.6928	12.4531
Pon1	0	0
Axl	0.438051	0.425111
Tgfb1	0.101741	0.0802341
Ccdc97	14.2624	15.507
Zfp40	4.76142	5.56473
Akap8l	32.1711	28.0384
Shh	0.862238	0.713237
Pdcd2l	4.54973	4.05341
Gtf2f1	36.6529	36.9425
Clpp	4.70671	5.18637
Alkbh7	5.7161	5.43425
Pspn	0	0
Dennd1c	0.0360067	0.0208843
Med6	10.127	12.7624
Prkd1	1.12175	2.30901
Lcp2	0.185595	0.260086
Cse1l	2.82334	3.04581
Naa20	7.23628	6.32555
Prkra	1.69844	1.64932
Fkbp7	1.04974	1.01995
Plekha3	2.03191	2.3935
Ykt6	4.70735	4.60732
Baz1b	23.0762	24.5913
Pex6	7.90746	8.36402
Mrpl2	6.93892	5.37847
Mea1	25.8298	23.3758
Gnmt	0	0.114152
Grin2d	1.48009	1.78123
Kdelr1	7.72434	8.43689
Tmem143	2.88692	3.47316
Pdxk-ps	0.0133622	0
Ggct	11.6101	14.7053
Jag2	3.47645	3.66593
Btbd6	22.6339	20.0769
Nudt14	1.20182	1.13623
Epdr1	41.0388	32.0973
Flii	7.28651	6.43297
Top3a	1.06507	0.806436
Atg4d	2.88567	2.33383
Qtrt1	2.28856	2.2873
Plin4	0.0797502	0.0785551
Hdgfl2	21.4942	23.6711
Chaf1a	0.628028	0.962001
Adprh	17.5566	15.2307
Tmem39a	1.39506	1.27704
Timmdc1	10.2151	9.62021
Pla1a	0	0
Mcm2	2.1963	2.74889
Tpra1	4.85894	4.89163
Nab1	8.15667	6.00485
Adgre5	0.346326	0.133911
Il17ra	0.708803	0.358971
Lamb1	6.64043	7.79419
Kcnn1	6.53939	6.24556
Arrdc2	1.4072	2.5522
Ppp1r17	0.0368212	0.0194034
Cd36	0.148769	0
Map2k7	30.2034	32.5419
Timm44	21.1671	21.9842
Ap2a2	16.2977	14.8524
Pnkp	1.17777	1.46852
Med25	11.2144	12.8069
Bcam	0.654098	0.652243
Clptm1	38.1745	39.5641
Relb	1.15042	1.49915
Tomm40	16.3572	15.7788
Apoe	29.6443	27.817
Apoc2	0	0
Hbp1	3.41729	4.14465
Prkar2b	68.3027	75.0794
Cdkn1b	5.75847	6.02143
Klf4	0.420974	0.135755
Ap1m1	10.7816	8.73862
Rab8a	2.0018	2.54937
Hmgn2	22.4229	25.5642
Fam32a	11.8984	11.71
Elf3	0	0
Cyp2c29	0	0
Stard3nl	7.50927	7.36483
Stk11	7.98522	6.39627
Efna2	2.11655	2.42481
Atp5d	43.4751	47.237
Ppp5c	34.9807	31.7698
Cdk12	3.94368	4.20827
Lipe	2.53344	2.48565
Pafah1b2	70.5164	74.9937
Tbc1d8	22.4822	27.9365
Cnot11	4.44931	4.85946
Slc2a3	37.1243	39.5338
Foxj2	10.9416	11.4751
Sri	4.22275	4.45415
Dgcr2	22.6538	24.7073
Irf3	2.12953	1.95967
Bcl2l12	0	0.0921153
Zfp959	0.998796	1.39157
Mpnd	20.3195	23.2105
Sh3gl1	4.34592	4.12389
Ebi3	0.0841233	0.0978705
Yju2	2.31186	2.30506
Ranbp2	21.7865	22.4476
Edar	0.0253769	0.00721169
Grk5	2.04968	1.58709
Dvl3	4.35976	4.3482
Abcf3	8.73582	9.5805
Eif2b5	4.60076	4.48452
Cyth2	30.5518	34.1797
Sult2b1	1.99183	2.65748
Car11	10.3808	13.7013
Dlgap1	32.3693	25.4809
Plag1	1.0013	1.316
Hck	0.0175464	0
Mrpl4	3.2015	3.15778
Keap1	21.3209	22.409
Ap1m2	0.327755	0.137592
Glg1	51.317	51.9558
Atp8b3	0	0.0172097
Btbd2	20.7751	23.5768
Csnk1g2	18.2546	18.5586
Abhd17a	11.8401	13.716
Mob3a	1.61141	0.746009
Cacnb3	21.7997	17.3353
Ccdc65	1.48491	1.191
Fkbp11	0.109683	0.158028
Ddx23	30.3136	36.7408
Pld3	144.225	134.266
Grik5	37.2141	36.4989
Cd79a	0	0
Rabac1	14.4568	13.2862
Etv3	5.50373	6.21067
Prkcsh	5.30546	4.89787
Elavl3	78.2145	80.5358
Rab3b	23.9898	16.8505
St8sia6	0.381229	0.2395
Fcgrt	0.247337	0.0700037
Nosip	10.1828	9.93488
Pih1d1	5.36287	7.37366
Rps11	20.0537	22.7132
Supt5	29.6375	28.653
Dll3	0.133849	0.0459003
Paf1	20.9064	20.3915
Timm50	4.41483	6.02809
Med29	5.39053	6.10812
Bicd1	10.0455	9.96158
Ncstn	9.60437	9.02344
Pex19	10.0609	8.9679
Phyhip	170.493	183.822
Crhr2	0.386896	0.375527
Inmt	0	0
Cyp4f18	0.136853	0
Impdh1	15.1226	14.4708
Psg18	0	0
Dusp3	30.3849	26.2053
Prodh	0.801633	0.678133
Ess2	5.9149	6.13726
Slc25a1	10.3553	8.36953
Dgcr6	6.89358	8.03697
Ddr1	7.14251	6.41473
Ier3	2.37904	1.3001
Fosb	6.47306	4.77613
Klc4	4.39355	4.81971
Ercc1	0.799116	0.695517
Cyp17a1	0	0.0137822
As3mt	0.161804	0.244044
Homer3	0.0279052	0.0293358
Crtc1	35.8381	37.2964
Rnf215	1.8148	1.53239
Sec14l2	8.77273	7.01861
Aven	2.78142	2.10805
Cp	0.348304	0.181902
Crot	1.04966	0.805411
Rps6ka1	0.731596	1.19588
Calb2	3.59716	3.98754
Snrnp200	14.3219	13.6274
Ciao1	24.4189	27.0171
Has1	0.950429	0.661825
Taf6l	2.89264	2.41928
Insig2	12.051	13.9003
Kpna6	16.2848	16.9886
Man1a	29.6417	32.2831
Itpkc	1.45703	2.02731
Coq8b	1.82977	1.34952
Brd8	22.4098	26.5014
Kif20a	0.133477	0.185662
Farsa	1.38062	1.38386
Gcdh	3.71922	4.22062
Mast2	13.2055	12.0097
Dnase2a	1.03413	1.07534
Rad23a	28.2641	26.1647
Calr	318.402	349.481
Syce2	0.287775	0.558608
Nfat5	21.9716	21.6359
Nob1	6.69591	7.11332
Nqo1	0.440312	0.386066
Ppfia3	27.196	24.0756
Gys1	1.02218	1.01857
Ruvbl2	7.04478	7.60438
Lin7b	17.7439	18.3401
Bax	5.60667	5.18268
Il7r	0	0.0281532
Tfam	14.1027	16.4886
Zfp81	11.3793	11.907
Efnb3	20.0986	25.2534
Mmd	27.4773	31.0919
Hlf	26.4553	29.1135
Fam162a	20.2136	22.2012
Rpl8	25.4115	22.8299
Grm3	41.5813	47.5176
Ssbp2	7.37617	8.2603
Fancl	0.507608	0.649203
Brinp2	31.8625	27.3868
Gstm5	4.64047	5.07981
Gstm7	2.12601	2.72483
Gstm3	0	0
Stat3	10.9439	15.2585
Stat5a	0.072887	0.0426869
Cavin1	1.5479	0.516891
Map3k11	2.26585	1.93969
Akt2	5.7526	6.38932
Dnaja3	8.55531	8.65385
Hmox2	34.4621	36.8356
Cdip1	32.3716	31.7898
Map3k20	1.57362	1.99427
Cwc15	3.60497	3.99427
Col5a3	0.00576641	0.00445576
Dnmt1	18.9717	21.6306
Ppan	1.33312	1.41887
Angptl2	0.407403	0.502536
Cacna1e	62.0896	62.4127
Cacna1b	14.5577	15.4124
Trmt10a	1.64116	1.67386
Etv1	2.7705	2.53628
Kifc2	19.8113	18.4007
Psap	102.061	94.2192
Ikbkg	3.90235	3.08234
Pax2	0	0
Wars2	1.63582	1.99603
Atn1	48.8071	46.7572
Phb2	5.93849	6.48541
Ptpn6	1.29689	1.21194
Eno2	438.762	437.642
Emg1	9.1921	10.609
Lpcat3	1.78276	1.11854
Atp6v1f	105.442	114.759
Il12b	0	0
Clcn5	3.52111	2.83607
Clcn3	34.6464	34.9741
Hif3a	0.0807333	0.258954
Gpx6	0.594842	1.27965
Gpx5	0	0
Pde1c	17.788	18.0266
Utp20	3.83543	3.46389
Spic	0	0
9330159F19Rik	15.5238	17.1435
Cul3	78.7145	80.217
Sst	187.392	86.4273
Il11	0	0
Large1	18.6545	16.9592
Ddx56	4.88183	4.87575
Tmed4	23.8048	25.8237
Col26a1	0.231604	0.103107
Bid	1.53226	1.6253
Ralb	2.23985	2.21743
Ppp1cc	10.8798	12.402
Dnajb11	5.05503	5.2971
Tbccd1	2.77889	3.13722
Clec11a	0.206392	0.122936
Zfp324	2.41012	2.32523
Gab2	3.32605	3.35916
Coro1c	70.9861	72.7577
Tax1bp1	32.6788	28.9889
Psg17	0	0
Psg19	0	0
Ctse	0	0
Ndrg2	6.80211	5.64945
Mettl17	0.882036	0.953797
Arhgef40	1.79116	1.71579
Pnpla6	2.84557	3.43202
Mcoln1	15.0623	16.467
Arhgef18	11.3359	10.3194
Pkn2	8.71203	8.00563
Cd33	0.15716	0.251292
Etfb	4.5162	4.29053
Nkg7	0	0
Stxbp2	0.937954	1.14205
Pcp2	0.178571	0.14626
Sgce	8.36751	9.232
Chn2	52.2664	68.4675
Wwox	3.42573	2.31704
Slbp	6.38882	5.24793
Tyr	0	0.0894407
Ghrhr	0	0
Aqp1	0.0101057	0.0304398
Arid3b	2.53826	2.60277
Cnn2	0.109545	0.0425629
Polr2e	16.3461	15.1786
Abca13	0.00145512	0
Myo9b	0.987772	1.16345
Hdac9	7.27684	8.62114
Ly9	0.01712	0.0154295
Cd244a	0	0
Adgre1	0.0190536	0
Mtfp1	8.13927	6.13926
Rab23	8.28685	8.43999
Rab11a	71.8826	74.126
Eif2b2	11.9975	15.9692
Dlst	15.0431	13.915
Pgf	0.328519	0.449699
Ulk2	22.4787	21.949
Ccl24	0	0
Dgkq	4.51477	4.02623
Tmed11	0	0
Grap	0.0315646	0.017002
Pou1f1	0	0
Chmp2b	20.2583	23.717
Plod3	0.528531	0.724362
Ap1s1	56.8533	55.2438
Mapk13	0	0
Srpk1	25.6642	25.9655
Pax3	0	0
Lbr	2.59828	1.78112
Crabp2	0.199421	0.139905
Nes	0.142386	0.306798
Bcan	2.35089	2.60021
Hapln2	0.713084	0.747003
Prcc	18.4431	17.6219
Rrnad1	3.98159	4.56123
Hdgf	58.8878	62.1287
Slc25a18	0.20578	0.120167
Thop1	6.20145	5.96437
Apba3	2.16032	1.55305
Matk	15.1443	16.4485
Pias4	6.71851	6.04151
Map2k1	106.727	109.804
Sgta	30.478	31.2723
Nmrk2	0.0139586	0
Tmem242	9.50564	10.1953
Dtx2	0.886386	0.92836
Zp3	0	0
Hspb1	0.0788959	0.139299
Rasa4	0.124324	0.0195416
Syt5	151.052	148.978
Hnrnpa2b1	190.345	194.265
Fxyd4	0.256999	0.258289
Ccdc130	7.86167	10.7949
Mri1	2.60357	1.29034
Prkacb	174.265	185.436
Sgsh	0.573815	0.29143
Chd5	10.1047	8.71055
Cstb	3.74719	3.76331
Sh2b2	0.475907	1.80248
Pex5	6.20614	7.18832
Jkamp	3.35336	3.05658
Cd44	0.220253	0.383381
Slc1a2	33.6449	19.0006
Eif2ak4	1.73102	1.42123
Wdr1	25.8402	25.8742
Slc2a9	0.146871	0.161223
Ccn4	0.0606111	0.012339
Ndrg1	1.98472	0.807287
4930550C14Rik	0.0240902	0
Man2b1	2.92045	2.94395
Klf5	14.1546	13.3176
Wdr83	3.55302	3.75344
Prdx2	37.1871	37.2887
Polr2a	15.8935	16.3057
Shbg	0	0
Senp3	20.1653	20.4719
Corin	0.0948529	0.0158222
Plekha8	1.24455	1.2901
G6pc2	0	0
Spc25	0.239086	0
Dnah2	1.47201	1.33643
Ripk4	0.26793	0.433519
Ufd1	6.6286	6.84915
Zfp287	6.35095	5.9005
Prlr	0.22558	0.403631
Letm1	21.9237	23.8517
Ubqln1	56.4448	55.7095
Fgfr4	0	0
Cadm3	85.6929	85.0816
Fcer1a	0	0
Txn2	24.5779	24.7829
Casp14	0	0
Slc1a6	0.645739	0.443525
Slc1a3	2.71494	2.82626
Crbn	22.3855	23.8343
Il5ra	0	0.00714118
Msh6	9.30268	8.88168
Fbxo11	57.7235	63.3046
Mlxipl	0	0.0301894
Tbl2	3.05631	2.86482
Bud23	9.34976	7.34766
Nid1	0.0328049	0
Mcm5	0.584342	0.657796
Hmox1	0.353798	0.425317
Mprip	33.6038	36.0443
Cic	34.2237	39.2714
Pafah1b3	1.2984	0.85364
Il27ra	0.0191968	0.0796907
Prkaca	26.9429	26.6993
Asf1b	0.0714459	0.700926
Myl10	0	0
Ddx39	0.450785	0.631576
Dnajb1	11.1551	11.2055
Msh4	0	0.0199713
Usp40	2.01169	2.24341
Evx1	0	0
Kbtbd4	8.03504	7.48697
Celf1	30.1648	32.3367
Ndufs3	25.2859	27.9955
Por	16.3034	18.7091
Igf1r	6.84943	6.80975
Insr	18.2105	16.7679
Fcer2a	0.342852	0.196604
Cyp2a5	0.765248	0.852469
Atp4a	0	0
Trim28	10.5563	13.7854
Ube2m	25.7698	27.3442
Adcy9	34.3163	34.3133
Mef2c	172.762	167.329
Ctr9	5.99704	6.85709
Eif4g2	80.5794	79.5897
Mrvi1	0.0833625	0.269854
Pcyt1a	2.39582	1.80217
Zfp592	7.58586	7.43157
Psmd4	123.079	139.273
Tmod4	0	0
Insrr	0	0.016189
Cabp5	0	0
Snx6	6.07443	7.07069
Mthfd2	2.01681	2.76341
Kit	2.72395	3.07584
Tomm40l	5.407	5.31306
Nr1i3	0.287438	0.0558449
Apoa2	0	0
Pan2	0.555939	0.425202
Cs	24.4242	23.905
Ampd3	3.9788	4.17233
Bcas2	5.04339	3.98247
Sh2d1a	0	0.0428896
Ctcf	14.5428	15.2429
Pard6a	4.32384	3.99433
Agrp	0	0.107019
Pvalb	3.34876	1.68229
Tfap4	1.10464	1.31751
Ranbp1	39.906	42.2488
Cd247	0.612519	1.32053
Rfx5	2.58917	2.63482
Psmb4	39.3558	43.8331
Mmp8	0	0
Slc30a4	7.93687	8.44065
Sqor	0.204243	0.0295592
Bloc1s6	7.90018	7.50802
Metap1	7.62376	8.3771
Gpr108	2.59524	2.05015
Tnfsf14	0	0
Gata6	0.00918251	0
Rsl1d1	37.9656	41.0233
Cnga2	0.203915	0
Apc	52.6503	53.1962
Reep5	79.6673	70.036
Ergic3	10.7467	10.5127
Uqcc1	19.0849	23.3818
Spo11	0	0
Ncoa2	31.2763	36.3799
Prl4a1	0	0
Trh	1.18419	1.61238
Nr2c2	6.56167	7.06498
Nr2c1	0.626629	0.547672
Smpd4	1.93563	1.76386
Pex1	8.56134	8.52144
Otx1	0.0468103	0.00901772
Kctd20	10.1121	8.51196
Itgae	0.00751131	0
Ctns	1.33071	1.77368
P2rx5	0.0257263	0.0604684
